,pre,post,witvliet_1,witvliet_2,witvliet_3,witvliet_4,witvliet_5,witvliet_6,cel_jsh,cel_n2u,witvliet_8,pristi_s14,pristi_s15,conserved,conserved_adult,average_size,elegans_sum,pristi_sum,elegans_specific,pristi_specific,specific_adj,elegans_specific_adult,specific_adj_adult
187,ADF,DVA,134400.0,148224.0,227280.0,193440.0,25440.0,656915.0,497.0,2707.0,35280.0,0.0,0.0,9,2,158242.55555555556,9,0,yes,no,cel_specific,no,cel_specific
190,ADF,IL1,0.0,0.0,0.0,0.0,44760.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,44760.0,1,0,no,no,not specific,no,not specific
191,ADF,OLQ,48120.0,53504.0,47520.0,72600.0,244680.0,72652.0,2480.0,1389.0,239280.0,0.0,33.0,10,3,78225.8,9,1,no,no,not specific,no,not specific
192,ADF,PVC,0.0,0.0,0.0,0.0,0.0,0.0,253.0,327.0,0.0,0.0,4611.0,3,2,1730.3333333333333,2,1,no,no,not specific,no,not specific
193,ADF,PVP,185160.0,24576.0,205320.0,74040.0,377400.0,42915.0,481.0,14571.0,1130880.0,2477.0,4128.0,11,4,187449.81818181818,9,2,no,no,core,no,core
194,ADF,PVQ,3120.0,9984.0,720.0,63480.0,0.0,0.0,0.0,0.0,0.0,800.0,2283.0,6,2,13397.833333333334,4,2,no,no,not specific,no,pristi_specific
195,ADF,RIA,463800.0,814848.0,483120.0,1143960.0,2987880.0,3916829.0,34142.0,76166.0,4911120.0,25214.0,17021.0,11,4,1352190.9090909092,9,2,no,no,core,no,core
196,ADF,RIB,242880.0,293888.0,146640.0,412920.0,485880.0,503162.0,0.0,13033.0,1237440.0,25853.0,6763.0,10,4,336845.9,8,2,no,no,not specific,no,core
197,ADF,RIC,0.0,0.0,0.0,11760.0,0.0,116582.0,0.0,0.0,469440.0,0.0,0.0,3,1,199260.66666666666,3,0,no,no,not specific,no,not specific
198,ADF,RID,30360.0,0.0,0.0,0.0,0.0,14530.0,0.0,1976.0,0.0,0.0,1571.0,4,2,12109.25,3,1,no,no,not specific,no,not specific
199,ADF,RIF,0.0,73216.0,136560.0,280440.0,280200.0,672459.0,3191.0,10756.0,1440720.0,2334.0,0.0,9,3,322208.44444444444,8,1,no,no,not specific,no,not specific
200,ADF,RIG,0.0,0.0,0.0,119280.0,663480.0,886701.0,1409.0,10944.0,693360.0,0.0,0.0,6,2,395862.3333333333,6,0,no,no,not specific,no,cel_specific
201,ADF,RIH,111240.0,132096.0,38640.0,0.0,221640.0,197682.0,1001.0,5411.0,1270560.0,13695.0,13205.0,10,4,200517.0,8,2,no,no,not specific,no,core
202,ADF,RIM,0.0,0.0,3240.0,174840.0,3000.0,19937.0,518.0,5188.0,425280.0,6179.0,3573.0,9,4,71306.11111111111,7,2,no,no,not specific,no,core
203,ADF,RIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14351.0,12902.0,2,2,13626.5,0,2,no,yes,pristi_specific,no,pristi_specific
204,ADF,RIR,1281960.0,2085888.0,1024560.0,2197560.0,1958520.0,2500945.0,27710.0,36119.0,6351840.0,6659.0,3812.0,11,4,1588688.4545454546,9,2,no,no,core,no,core
205,ADF,RIS,0.0,0.0,22320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,22320.0,1,0,no,no,not specific,no,not specific
206,ADF,RMD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441.0,1,1,441.0,0,1,no,no,not specific,no,not specific
207,ADF,RME,28080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,28080.0,1,0,no,no,not specific,no,not specific
209,ADF,RMG,0.0,0.0,0.0,0.0,0.0,0.0,311.0,0.0,0.0,414.0,617.0,3,2,447.3333333333333,1,2,no,no,not specific,no,pristi_specific
210,ADF,SAA,5160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,845.0,2,1,3002.5,1,1,no,no,not specific,no,not specific
212,ADF,SIA,89280.0,296192.0,233520.0,1560.0,490560.0,1139803.0,5253.0,997.0,353520.0,0.0,87.0,10,3,261077.2,9,1,no,no,not specific,no,not specific
213,ADF,SIB,0.0,350720.0,196200.0,210120.0,411000.0,775188.0,4731.0,13276.0,1629360.0,18678.0,2182.0,10,4,361145.5,8,2,no,no,not specific,no,core
214,ADF,SMB,644640.0,2040576.0,1906080.0,1245600.0,4789680.0,4431143.0,48988.0,80712.0,5051520.0,40946.0,36525.0,11,4,1846946.3636363635,9,2,no,no,core,no,core
215,ADF,URA,0.0,0.0,0.0,0.0,1080.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1080.0,1,0,no,no,not specific,no,not specific
216,ADF,URX,1010760.0,1411584.0,1026720.0,2030520.0,1659840.0,3436307.0,18798.0,19074.0,3953760.0,69824.0,60352.0,11,4,1336139.9090909092,9,2,no,no,core,no,core
217,ADF,URY,25800.0,97536.0,46800.0,53040.0,56400.0,5744.0,0.0,644.0,33600.0,67.0,0.0,9,3,35514.555555555555,8,1,no,no,not specific,no,not specific
218,ADL,ADL,117600.0,239104.0,156720.0,84240.0,447840.0,537968.0,2879.0,5217.0,476640.0,922.0,0.0,10,3,206913.0,9,1,no,no,not specific,no,not specific
219,ADL,AFD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72240.0,0.0,0.0,1,1,72240.0,1,0,no,no,not specific,no,not specific
220,ADL,AIA,431640.0,562432.0,544440.0,1268640.0,845880.0,1500363.0,7478.0,18769.0,2746560.0,14741.0,10246.0,11,4,722835.3636363636,9,2,no,no,core,no,core
221,ADL,AIB,808680.0,1144320.0,698880.0,588360.0,2176800.0,2714848.0,24689.0,42702.0,8584560.0,40703.0,18398.0,11,4,1531176.3636363635,9,2,no,no,core,no,core
222,ADL,AIM,1920.0,0.0,29280.0,0.0,0.0,3041.0,0.0,101.0,0.0,4798.0,3494.0,6,3,7105.666666666667,4,2,no,no,not specific,no,not specific
223,ADL,AIN,0.0,0.0,0.0,48120.0,109320.0,0.0,0.0,712.0,0.0,424.0,0.0,4,2,39644.0,3,1,no,no,not specific,no,not specific
224,ADL,AIY,0.0,3072.0,8640.0,5400.0,111120.0,101375.0,761.0,290.0,156240.0,0.0,560.0,9,3,43050.88888888889,8,1,no,no,not specific,no,not specific
225,ADL,AIZ,0.0,0.0,8040.0,6360.0,19800.0,8447.0,0.0,91.0,21120.0,0.0,0.0,6,2,10643.0,6,0,no,no,not specific,no,cel_specific
226,ADL,ALA,891120.0,1450240.0,778080.0,844320.0,1549080.0,1984604.0,10068.0,19865.0,2193120.0,9794.0,7332.0,11,4,885238.4545454546,9,2,no,no,core,no,core
227,ADL,ALM,36840.0,0.0,1440.0,93360.0,9000.0,11489.0,0.0,1994.0,4560.0,2180.0,1148.0,9,4,18001.222222222223,7,2,no,no,not specific,no,core
228,ADL,ALN,0.0,0.0,0.0,840.0,0.0,0.0,0.0,0.0,0.0,224.0,0.0,2,1,532.0,1,1,no,no,not specific,no,not specific
230,ADL,ASE,368640.0,836352.0,1010880.0,216720.0,3025800.0,4085789.0,31531.0,55449.0,6600240.0,10990.0,8329.0,11,4,1477338.1818181819,9,2,no,no,core,no,core
231,ADL,ASG,0.0,0.0,960.0,0.0,0.0,9799.0,1500.0,2466.0,234720.0,2448.0,875.0,7,4,36109.71428571428,5,2,no,no,not specific,no,core
232,ADL,ASH,226320.0,522496.0,386520.0,1215360.0,2120880.0,2589480.0,26951.0,34454.0,7824000.0,5720.0,3249.0,11,4,1359584.5454545454,9,2,no,no,core,no,core
233,ADL,ASI,301680.0,636672.0,414600.0,433680.0,242640.0,714700.0,3965.0,2029.0,80880.0,45197.0,41344.0,11,4,265217.0,9,2,no,no,core,no,core
234,ADL,ASJ,182400.0,198656.0,178320.0,182640.0,144240.0,32102.0,97.0,123.0,1200.0,5802.0,2750.0,11,4,84393.63636363637,9,2,no,no,core,no,core
235,ADL,ASK,2512080.0,3288832.0,2120160.0,3181320.0,3555120.0,5114418.0,37867.0,32735.0,8298720.0,47756.0,29277.0,11,4,2565298.6363636362,9,2,no,no,core,no,core
236,ADL,AVA,0.0,23808.0,100920.0,328560.0,148800.0,1575719.0,11976.0,21364.0,3576240.0,1775.0,572.0,10,4,578973.4,8,2,no,no,not specific,no,core
237,ADL,AVB,0.0,105984.0,12840.0,0.0,355440.0,233501.0,1364.0,8660.0,230640.0,19643.0,20708.0,9,4,109864.44444444444,7,2,no,no,not specific,no,core
238,ADL,AVD,64800.0,371200.0,317520.0,321240.0,1492920.0,1808208.0,8995.0,15227.0,3186240.0,2098.0,57.0,11,4,689864.0909090909,9,2,no,no,core,no,core
239,ADL,AVE,35640.0,0.0,0.0,1560.0,0.0,26695.0,393.0,756.0,0.0,4089.0,3091.0,7,3,10317.714285714286,5,2,no,no,not specific,no,not specific
241,ADL,AVH,127200.0,122880.0,243480.0,350280.0,796680.0,1136086.0,14454.0,15347.0,3284880.0,0.0,0.0,9,2,676809.6666666666,9,0,yes,no,cel_specific,no,cel_specific
242,ADL,AVJ,83160.0,466688.0,440880.0,294000.0,1327080.0,952595.0,2534.0,5291.0,1240320.0,2579.0,2454.0,11,4,437961.9090909091,9,2,no,no,core,no,core
243,ADL,AWA,609240.0,907264.0,809520.0,1399920.0,3505800.0,3975965.0,51866.0,60727.0,9381360.0,0.0,607.0,10,3,2070226.9,9,1,no,no,not specific,no,not specific
244,ADL,AWB,50640.0,455680.0,396600.0,663840.0,1711560.0,2552985.0,32671.0,42326.0,5130480.0,29186.0,20110.0,11,4,1007825.2727272727,9,2,no,no,core,no,core
245,ADL,AWC,1446120.0,2380288.0,2419560.0,1766640.0,3264480.0,5095832.0,45440.0,17417.0,6907440.0,13260.0,11973.0,11,4,2124404.5454545454,9,2,no,no,core,no,core
246,ADL,BDU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729.0,0.0,0.0,0.0,1,1,729.0,1,0,no,no,not specific,no,not specific
248,ADL,CAN,36600.0,315904.0,0.0,37920.0,126000.0,378132.0,0.0,0.0,117600.0,7782.0,1531.0,8,3,127683.625,6,2,no,no,not specific,no,not specific
249,ADL,CEP,0.0,10496.0,0.0,64800.0,0.0,0.0,0.0,16264.0,0.0,0.0,0.0,3,1,30520.0,3,0,no,no,not specific,no,not specific
250,ADL,DVA,0.0,0.0,0.0,0.0,90240.0,0.0,495.0,1461.0,0.0,0.0,0.0,3,1,30732.0,3,0,no,no,not specific,no,not specific
252,ADL,IL1,212520.0,95744.0,55560.0,114480.0,149880.0,224715.0,815.0,1108.0,225360.0,2943.0,250.0,11,4,98488.63636363637,9,2,no,no,core,no,core
253,ADL,IL2,100800.0,193536.0,98160.0,195360.0,239760.0,344001.0,1251.0,1270.0,439680.0,620.0,1173.0,11,4,146873.72727272726,9,2,no,no,core,no,core
254,ADL,OLL,67560.0,169984.0,133320.0,158160.0,194520.0,420709.0,2066.0,2108.0,292320.0,1251.0,1124.0,11,4,131192.9090909091,9,2,no,no,core,no,core
255,ADL,OLQ,46800.0,104960.0,61440.0,195720.0,285960.0,279797.0,1047.0,7043.0,711120.0,1385.0,1651.0,11,4,154265.72727272726,9,2,no,no,core,no,core
256,ADL,PVC,0.0,155392.0,29160.0,208440.0,515760.0,656576.0,0.0,8710.0,204480.0,0.0,829.0,8,3,222418.375,7,1,no,no,not specific,no,not specific
257,ADL,PVP,0.0,178176.0,72240.0,21240.0,564960.0,803235.0,6778.0,5010.0,632400.0,2010.0,0.0,9,3,254005.44444444444,8,1,no,no,not specific,no,not specific
258,ADL,PVQ,958920.0,823552.0,438840.0,1448280.0,1146360.0,2325227.0,7033.0,18073.0,2639040.0,19093.0,12983.0,11,4,894309.1818181818,9,2,no,no,core,no,core
259,ADL,PVR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0,0.0,0.0,0.0,1,1,425.0,1,0,no,no,not specific,no,not specific
260,ADL,RIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13828.0,0.0,0.0,0.0,1,1,13828.0,1,0,no,no,not specific,no,not specific
261,ADL,RIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8831.0,7440.0,0.0,0.0,2,2,8135.5,2,0,no,no,not specific,no,cel_specific
262,ADL,RID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5136.0,0.0,0.0,0.0,1,1,5136.0,1,0,no,no,not specific,no,not specific
263,ADL,RIF,0.0,1024.0,0.0,38520.0,0.0,326430.0,5360.0,5489.0,976560.0,2597.0,0.0,7,3,193711.42857142858,6,1,no,no,not specific,no,not specific
264,ADL,RIG,0.0,0.0,0.0,0.0,14760.0,77383.0,0.0,214.0,10320.0,0.0,0.0,4,2,25669.25,4,0,no,no,not specific,no,cel_specific
265,ADL,RIM,0.0,0.0,0.0,0.0,0.0,0.0,212.0,2870.0,426720.0,0.0,0.0,3,2,143267.33333333334,3,0,no,no,not specific,no,cel_specific
266,ADL,RIP,0.0,0.0,0.0,0.0,6600.0,0.0,0.0,937.0,0.0,0.0,0.0,2,1,3768.5,2,0,no,no,not specific,no,not specific
267,ADL,RIR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610.0,101040.0,0.0,0.0,2,2,50825.0,2,0,no,no,not specific,no,cel_specific
268,ADL,RIV,0.0,0.0,0.0,0.0,8760.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,8760.0,1,0,no,no,not specific,no,not specific
270,ADL,RMG,93240.0,356864.0,107400.0,77280.0,244080.0,390296.0,3301.0,7264.0,149520.0,12626.0,6742.0,11,4,131692.0909090909,9,2,no,no,core,no,core
272,ADL,SAA,50880.0,0.0,146400.0,8040.0,120.0,12840.0,2973.0,4048.0,24960.0,358.0,0.0,9,3,27846.555555555555,8,1,no,no,not specific,no,not specific
274,ADL,SIA,20160.0,0.0,31680.0,2640.0,600.0,4392.0,330.0,503.0,0.0,0.0,194.0,8,2,7562.375,7,1,no,no,not specific,no,not specific
275,ADL,SIB,31440.0,43520.0,70440.0,46920.0,157080.0,16896.0,3980.0,4156.0,189360.0,0.0,363.0,10,3,56415.5,9,1,no,no,not specific,no,not specific
276,ADL,SMB,638040.0,1291008.0,899400.0,1044840.0,3167280.0,2769930.0,26661.0,47729.0,4618080.0,9950.0,16867.0,11,4,1320889.5454545454,9,2,no,no,core,no,core
277,ADL,SMD,0.0,0.0,0.0,0.0,100800.0,0.0,0.0,0.0,0.0,331.0,1648.0,3,2,34259.666666666664,1,2,no,no,not specific,no,pristi_specific
278,ADL,URA,0.0,0.0,0.0,0.0,0.0,27709.0,0.0,287.0,12960.0,0.0,45.0,4,3,10250.25,3,1,no,no,not specific,no,not specific
279,ADL,URB,29880.0,0.0,5760.0,7560.0,119520.0,20612.0,0.0,5798.0,149520.0,0.0,0.0,7,2,48378.57142857143,7,0,no,no,not specific,no,cel_specific
280,ADL,URX,39720.0,0.0,0.0,67680.0,141480.0,20613.0,88.0,10026.0,22080.0,1334.0,5360.0,9,4,34264.555555555555,7,2,no,no,not specific,no,core
281,ADL,URY,39120.0,151040.0,80400.0,124560.0,205560.0,174703.0,54.0,613.0,305520.0,3853.0,1639.0,11,4,98823.81818181818,9,2,no,no,core,no,core
285,AFD,AFD,29520.0,167936.0,67560.0,31800.0,167040.0,288583.0,1325.0,873.0,304320.0,1223.0,0.0,10,3,106018.0,9,1,no,no,not specific,no,not specific
286,AFD,AIA,6840.0,1792.0,64560.0,1200.0,0.0,145642.0,1193.0,1488.0,90240.0,38.0,53.0,10,4,31304.6,8,2,no,no,not specific,no,core
287,AFD,AIB,580680.0,621568.0,547560.0,1047600.0,1435080.0,2461408.0,9496.0,32431.0,1836720.0,652.0,10293.0,11,4,780317.0909090909,9,2,no,no,core,no,core
288,AFD,AIM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1365.0,1,1,1365.0,0,1,no,no,not specific,no,not specific
289,AFD,AIN,2985960.0,4366336.0,2847840.0,4234320.0,7411080.0,10111916.0,70073.0,77544.0,18193440.0,55131.0,31257.0,11,4,4580445.181818182,9,2,no,no,core,no,core
290,AFD,AIY,3660360.0,4616448.0,3125760.0,5692080.0,8492280.0,13193409.0,97169.0,118443.0,17007360.0,161645.0,125206.0,11,4,5117287.2727272725,9,2,no,no,core,no,core
291,AFD,AIZ,351240.0,955904.0,872040.0,792960.0,2447400.0,3277485.0,23807.0,38454.0,3195360.0,14572.0,17445.0,11,4,1089697.0,9,2,no,no,core,no,core
292,AFD,ASE,910560.0,1600256.0,1581480.0,2384280.0,3568560.0,3132179.0,35169.0,43179.0,11805120.0,17975.0,12499.0,11,4,2281023.3636363638,9,2,no,no,core,no,core
293,AFD,ASG,0.0,0.0,22200.0,0.0,0.0,4730.0,0.0,0.0,42960.0,0.0,0.0,3,1,23296.666666666668,3,0,no,no,not specific,no,not specific
294,AFD,ASH,0.0,0.0,0.0,0.0,23280.0,0.0,0.0,101.0,0.0,90349.0,25722.0,4,3,34863.0,2,2,no,no,not specific,no,not specific
295,AFD,ASI,339240.0,265216.0,551160.0,379080.0,694560.0,639006.0,5171.0,3675.0,1606320.0,0.0,0.0,9,2,498158.6666666667,9,0,yes,no,cel_specific,no,cel_specific
296,AFD,ASK,0.0,0.0,0.0,16440.0,3000.0,0.0,0.0,0.0,0.0,2288.0,3298.0,4,2,6256.5,2,2,no,no,not specific,no,pristi_specific
297,AFD,AUA,1668480.0,2753024.0,1885440.0,4273440.0,4869840.0,4153035.0,51157.0,58778.0,14417760.0,31543.0,40658.0,11,4,3109377.727272727,9,2,no,no,core,no,core
298,AFD,AVA,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,2501.0,2,1,1550.5,1,1,no,no,not specific,no,not specific
299,AFD,AVB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3637.0,1,1,3637.0,0,1,no,no,not specific,no,not specific
300,AFD,AVD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2447.0,1,1,2447.0,0,1,no,no,not specific,no,not specific
301,AFD,AVE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12804.0,1,1,12804.0,0,1,no,no,not specific,no,not specific
302,AFD,AVH,0.0,7424.0,103680.0,0.0,53880.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,54994.666666666664,3,0,no,no,not specific,no,not specific
304,AFD,AWA,0.0,38912.0,18240.0,131400.0,847680.0,1838959.0,29312.0,40884.0,6540960.0,2007.0,7915.0,10,4,949626.9,8,2,no,no,not specific,no,core
305,AFD,AWB,386880.0,224256.0,303240.0,48960.0,348480.0,844799.0,4232.0,509.0,1235040.0,0.0,7195.0,10,3,340359.1,9,1,no,no,not specific,no,not specific
306,AFD,AWC,1017600.0,1189888.0,930720.0,1310160.0,1439520.0,1805842.0,4013.0,38869.0,3960000.0,27633.0,18951.0,11,4,1067563.2727272727,9,2,no,no,core,no,core
307,AFD,BAG,124680.0,1385472.0,830520.0,1297560.0,2743320.0,3207874.0,13705.0,2194.0,4191600.0,0.0,7123.0,10,3,1380404.8,9,1,no,no,not specific,no,not specific
308,AFD,CEP,47520.0,23040.0,33840.0,4080.0,12480.0,21964.0,0.0,454.0,51600.0,1689.0,1164.0,10,4,19783.1,8,2,no,no,not specific,no,core
309,AFD,DB,44880.0,22272.0,13080.0,2280.0,117000.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,39902.4,5,0,no,no,not specific,no,not specific
310,AFD,DVA,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4854.0,2,1,3327.0,1,1,no,no,not specific,no,not specific
311,AFD,IL1,19560.0,27648.0,8760.0,24600.0,71760.0,66907.0,0.0,0.0,92640.0,157.0,781.0,9,3,34757.0,7,2,no,no,not specific,no,not specific
312,AFD,IL2,32160.0,1536.0,24600.0,67800.0,179040.0,108471.0,0.0,301.0,110640.0,1490.0,1098.0,10,4,52713.6,8,2,no,no,not specific,no,core
313,AFD,OLL,5280.0,0.0,0.0,0.0,24480.0,131450.0,0.0,373.0,35280.0,1614.0,457.0,7,4,28419.14285714286,5,2,no,no,not specific,no,core
314,AFD,OLQ,15240.0,6912.0,3000.0,8520.0,75600.0,59135.0,0.0,0.0,0.0,594.0,0.0,7,1,24143.0,6,1,no,no,not specific,no,not specific
315,AFD,PVP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2859.0,1,1,2859.0,0,1,no,no,not specific,no,not specific
316,AFD,PVT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,1,1,491.0,0,1,no,no,not specific,no,not specific
317,AFD,RIA,5160.0,7936.0,40920.0,2280.0,34680.0,57783.0,0.0,97.0,28320.0,1540.0,4541.0,10,4,18325.7,8,2,no,no,not specific,no,core
318,AFD,RIB,0.0,49920.0,1200.0,100800.0,40560.0,10813.0,0.0,1779.0,135360.0,0.0,12411.0,8,3,44105.375,7,1,no,no,not specific,no,not specific
319,AFD,RIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778.0,1,1,1778.0,0,1,no,no,not specific,no,not specific
320,AFD,RID,130800.0,765440.0,381840.0,28680.0,665400.0,161525.0,207.0,4517.0,1197840.0,0.0,2564.0,10,3,333881.3,9,1,no,no,not specific,no,not specific
321,AFD,RIG,0.0,0.0,0.0,14520.0,38040.0,0.0,0.0,892.0,0.0,0.0,2050.0,4,2,13875.5,3,1,no,no,not specific,no,not specific
322,AFD,RIM,0.0,0.0,0.0,51360.0,0.0,0.0,0.0,0.0,12960.0,2002.0,8789.0,4,3,18777.75,2,2,no,no,not specific,no,not specific
323,AFD,RIR,1560.0,8960.0,70800.0,57240.0,219000.0,6082.0,1709.0,2109.0,24000.0,0.0,1931.0,10,3,39339.1,9,1,no,no,not specific,no,not specific
324,AFD,RIS,0.0,0.0,22080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,22080.0,1,0,no,no,not specific,no,not specific
325,AFD,RIV,0.0,0.0,28680.0,0.0,55680.0,4730.0,0.0,537.0,1680.0,1290.0,264.0,7,4,13265.857142857143,5,2,no,no,not specific,no,core
326,AFD,RMD,3720.0,0.0,0.0,0.0,0.0,0.0,0.0,2341.0,0.0,0.0,0.0,2,1,3030.5,2,0,no,no,not specific,no,not specific
327,AFD,RME,1560.0,0.0,0.0,358920.0,173640.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,178040.0,3,0,no,no,not specific,no,not specific
329,AFD,SAA,23040.0,41216.0,18360.0,0.0,98280.0,113541.0,0.0,0.0,0.0,3143.0,149.0,7,2,42532.71428571428,5,2,no,no,not specific,no,pristi_specific
331,AFD,SIB,164400.0,190720.0,15720.0,194640.0,183120.0,114216.0,0.0,0.0,364800.0,14483.0,15642.0,9,3,139749.0,7,2,no,no,not specific,no,not specific
332,AFD,SMB,0.0,5120.0,0.0,0.0,0.0,13516.0,0.0,0.0,0.0,0.0,3425.0,3,1,7353.666666666667,2,1,no,no,not specific,no,not specific
333,AFD,SMD,0.0,0.0,1440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2,1,732.0,1,1,no,no,not specific,no,not specific
334,AFD,URA,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,200.0,328.0,3,2,256.0,1,2,no,no,not specific,no,pristi_specific
335,AFD,URX,79200.0,260352.0,104760.0,165000.0,348480.0,519720.0,286.0,1278.0,231120.0,0.0,0.0,9,2,190021.77777777778,9,0,yes,no,cel_specific,no,cel_specific
336,AFD,URY,6480.0,4864.0,0.0,3240.0,6240.0,1689.0,0.0,0.0,27840.0,472.0,4731.0,8,3,6944.5,6,2,no,no,not specific,no,not specific
339,AIA,AIA,14160.0,165376.0,105120.0,64560.0,323400.0,0.0,4480.0,4586.0,367440.0,1520.0,0.0,9,3,116738.0,8,1,no,no,not specific,no,not specific
340,AIA,AIB,2666640.0,5005568.0,3108480.0,4917600.0,8903280.0,9860167.0,124376.0,126428.0,20302800.0,44586.0,31985.0,11,4,5008355.454545454,9,2,no,no,core,no,core
341,AIA,AIM,1272480.0,2662912.0,2205600.0,1413480.0,4224960.0,4758927.0,26971.0,50326.0,5016720.0,42502.0,34279.0,11,4,1973559.7272727273,9,2,no,no,core,no,core
342,AIA,AIN,197280.0,242432.0,261840.0,220320.0,594240.0,377455.0,5661.0,12057.0,2094960.0,0.0,0.0,9,2,445138.3333333333,9,0,yes,no,cel_specific,no,cel_specific
343,AIA,AIY,72840.0,289280.0,214560.0,252720.0,1326360.0,326091.0,72.0,7075.0,995520.0,1603.0,4120.0,11,4,317294.63636363635,9,2,no,no,core,no,core
344,AIA,AIZ,699360.0,1268480.0,812040.0,925080.0,2181600.0,3401164.0,36049.0,22762.0,6751680.0,494.0,1496.0,11,4,1463655.0,9,2,no,no,core,no,core
345,AIA,ALA,0.0,2048.0,19920.0,82200.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,4,1,26078.5,4,0,no,no,not specific,no,not specific
346,AIA,ALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1617.0,58.0,2,2,837.5,0,2,no,yes,pristi_specific,no,pristi_specific
347,AIA,ASE,1163400.0,1541120.0,852000.0,1314840.0,2931000.0,2997011.0,25563.0,35668.0,3474960.0,26041.0,20655.0,11,4,1307478.0,9,2,no,no,core,no,core
348,AIA,ASG,1662600.0,2922752.0,1823880.0,2237520.0,6653400.0,7920168.0,87146.0,133841.0,9611280.0,57846.0,72228.0,11,4,3016605.5454545454,9,2,no,no,core,no,core
349,AIA,ASH,922920.0,1068544.0,992640.0,767160.0,3601920.0,3999282.0,30306.0,42441.0,2764800.0,61415.0,27056.0,11,4,1298044.0,9,2,no,no,core,no,core
350,AIA,ASI,675960.0,1342208.0,565080.0,893400.0,2511240.0,2454987.0,28512.0,24194.0,3182160.0,7833.0,5654.0,11,4,1062838.9090909092,9,2,no,no,core,no,core
351,AIA,ASJ,645480.0,1522688.0,1229640.0,940440.0,1565640.0,1633842.0,16775.0,24997.0,2591280.0,40790.0,26303.0,11,4,930715.9090909091,9,2,no,no,core,no,core
352,AIA,ASK,2443200.0,3651328.0,2757720.0,4718760.0,7153680.0,10120365.0,120501.0,124492.0,15393120.0,79275.0,59296.0,11,4,4238339.7272727275,9,2,no,no,core,no,core
353,AIA,AUA,0.0,0.0,0.0,2520.0,0.0,82452.0,352.0,0.0,45120.0,0.0,0.0,4,1,32611.0,4,0,no,no,not specific,no,not specific
354,AIA,AVA,0.0,1024.0,0.0,0.0,0.0,248032.0,0.0,3819.0,0.0,921.0,0.0,4,2,63449.0,3,1,no,no,not specific,no,not specific
355,AIA,AVB,0.0,0.0,6000.0,0.0,42960.0,0.0,0.0,2550.0,615840.0,324.0,3202.0,6,4,111812.66666666667,4,2,no,no,not specific,no,core
356,AIA,AVD,0.0,3840.0,0.0,840.0,101160.0,37509.0,2.0,1392.0,125280.0,0.0,192.0,8,3,33776.875,7,1,no,no,not specific,no,not specific
357,AIA,AVE,0.0,0.0,0.0,0.0,105120.0,0.0,0.0,72.0,13680.0,2289.0,3777.0,5,4,24987.6,3,2,no,no,not specific,no,core
359,AIA,AVH,0.0,0.0,0.0,0.0,42960.0,44605.0,2922.0,0.0,234240.0,0.0,0.0,4,1,81181.75,4,0,no,no,not specific,no,not specific
360,AIA,AVJ,0.0,30464.0,23160.0,0.0,0.0,0.0,0.0,272.0,7680.0,0.0,771.0,5,3,12469.4,4,1,no,no,not specific,no,not specific
361,AIA,AVK,0.0,0.0,0.0,0.0,40080.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,40080.0,1,0,no,no,not specific,no,not specific
