,pre,post,witvliet_1,witvliet_2,witvliet_3,witvliet_4,witvliet_5,witvliet_6,cel_jsh,cel_n2u,witvliet_8,pristi_s14,pristi_s15,conserved,conserved_adult,average_size,elegans_sum,pristi_sum,elegans_specific,pristi_specific,specific_adj,elegans_specific_adult,specific_adj_adult
1434,AVD,SIA,5400.0,253440.0,160680.0,66600.0,772560.0,784986.0,3207.0,12895.0,1372560.0,3021.0,3736.0,11,4,312644.0909090909,9,2,no,no,core,no,core
1435,AVD,SIB,567840.0,1409536.0,895320.0,1062000.0,1891680.0,2532369.0,18170.0,47808.0,6799440.0,60624.0,46505.0,11,4,1393753.8181818181,9,2,no,no,core,no,core
1436,AVD,SMB,32520.0,235776.0,242520.0,58560.0,503640.0,127395.0,5306.0,6760.0,891360.0,4707.0,6708.0,11,4,192295.63636363635,9,2,no,no,core,no,core
1437,AVD,SMD,182400.0,463616.0,89760.0,241680.0,611040.0,258507.0,999.0,1648.0,608400.0,0.0,3254.0,10,3,246130.4,9,1,no,no,not specific,no,not specific
1438,AVD,URA,105480.0,79104.0,61440.0,14400.0,175560.0,130774.0,414.0,334.0,2880.0,1486.0,1023.0,11,4,52081.36363636364,9,2,no,no,core,no,core
1439,AVD,URB,284160.0,550144.0,425520.0,242760.0,885120.0,626840.0,9601.0,6136.0,2596800.0,0.0,0.0,9,2,625231.2222222222,9,0,yes,no,cel_specific,no,cel_specific
1440,AVD,URX,29400.0,156928.0,108720.0,16080.0,660720.0,248369.0,2206.0,4672.0,175200.0,1228.0,1113.0,11,4,127694.18181818182,9,2,no,no,core,no,core
1441,AVD,URY,471840.0,505856.0,312840.0,323880.0,501840.0,551145.0,4426.0,8446.0,1269600.0,20668.0,10718.0,11,4,361932.63636363635,9,2,no,no,core,no,core
1444,AVE,AVE,27720.0,113920.0,75840.0,45840.0,132000.0,76032.0,1305.0,844.0,304080.0,2125.0,1018.0,11,4,70974.90909090909,9,2,no,no,core,no,core
1446,AVE,AVH,69120.0,299264.0,4200.0,126960.0,289680.0,131450.0,0.0,0.0,349440.0,0.0,0.0,7,1,181444.85714285713,7,0,no,no,not specific,no,not specific
1447,AVE,AVJ,106080.0,142848.0,77520.0,118320.0,343080.0,201061.0,2131.0,2996.0,727920.0,27728.0,22394.0,11,4,161098.0,9,2,no,no,core,no,core
1448,AVE,AVK,1332480.0,2620672.0,1823640.0,1593480.0,5752680.0,4665321.0,44425.0,67101.0,6195600.0,92755.0,42449.0,11,4,2202782.090909091,9,2,no,no,core,no,core
1449,AVE,AVL,3720.0,60672.0,199920.0,23160.0,33720.0,144291.0,0.0,8726.0,57600.0,10658.0,1555.0,10,4,54402.2,8,2,no,no,not specific,no,core
1451,AVE,AWB,0.0,6144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,6144.0,1,0,no,no,not specific,no,not specific
1452,AVE,AWC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.0,0.0,1,1,333.0,0,1,no,no,not specific,no,not specific
1453,AVE,BAG,858840.0,1609984.0,1064160.0,2008080.0,3248880.0,3734691.0,23289.0,34430.0,5714160.0,11324.0,10126.0,11,4,1665269.4545454546,9,2,no,no,core,no,core
1454,AVE,BDU,16440.0,0.0,0.0,0.0,13080.0,3041.0,1383.0,338.0,183840.0,882.0,0.0,7,3,31286.285714285714,6,1,no,no,not specific,no,not specific
1455,AVE,CAN,5280.0,0.0,39480.0,39960.0,0.0,163215.0,0.0,0.0,0.0,43.0,10.0,6,2,41331.333333333336,4,2,no,no,not specific,no,pristi_specific
1456,AVE,CEP,660840.0,1408512.0,857520.0,1536480.0,2168880.0,2883129.0,24663.0,42035.0,7256640.0,19229.0,13034.0,11,4,1533723.8181818181,9,2,no,no,core,no,core
1457,AVE,DVA,434040.0,644608.0,686400.0,645240.0,1733040.0,3095009.0,18356.0,30174.0,4257360.0,19021.0,7847.0,11,4,1051917.7272727273,9,2,no,no,core,no,core
1458,AVE,DVC,81600.0,222208.0,161880.0,276840.0,1130280.0,125706.0,2456.0,5968.0,1137360.0,0.0,2586.0,10,3,314688.4,9,1,no,no,not specific,no,not specific
1459,AVE,FLP,0.0,7424.0,83880.0,236520.0,95880.0,815738.0,362.0,23502.0,1249440.0,0.0,0.0,8,2,314093.25,8,0,no,no,not specific,no,cel_specific
1461,AVE,IL1,529680.0,856576.0,520440.0,248880.0,1289880.0,1445280.0,8575.0,8006.0,1423200.0,43713.0,45963.0,11,4,583653.9090909091,9,2,no,no,core,no,core
1462,AVE,IL2,305760.0,316416.0,291480.0,296760.0,532200.0,557228.0,3001.0,605.0,392640.0,1114.0,0.0,10,3,269720.4,9,1,no,no,not specific,no,not specific
1463,AVE,OLL,1602840.0,3379200.0,2545440.0,2966640.0,5348400.0,6502931.0,74628.0,58754.0,11041920.0,93357.0,77318.0,11,4,3062857.090909091,9,2,no,no,core,no,core
1464,AVE,OLQ,436560.0,555520.0,264120.0,254040.0,642480.0,228093.0,1606.0,804.0,604320.0,9385.0,4104.0,11,4,272821.0909090909,9,2,no,no,core,no,core
1465,AVE,PVC,245520.0,375808.0,211080.0,138720.0,515760.0,1307748.0,7219.0,16275.0,2517600.0,1314.0,4710.0,11,4,485614.0,9,2,no,no,core,no,core
1468,AVE,PVP,309960.0,258816.0,114960.0,269640.0,1460520.0,450109.0,219.0,9550.0,695040.0,17676.0,10054.0,11,4,326958.54545454547,9,2,no,no,core,no,core
1469,AVE,PVQ,45960.0,20480.0,4920.0,0.0,16800.0,35143.0,1448.0,1347.0,0.0,1038.0,4067.0,9,3,14578.111111111111,7,2,no,no,not specific,no,not specific
1470,AVE,PVR,0.0,59904.0,0.0,0.0,720.0,49336.0,0.0,0.0,0.0,0.0,0.0,3,0,36653.333333333336,3,0,no,no,not specific,no,not specific
1471,AVE,PVT,0.0,84736.0,68280.0,41880.0,0.0,26019.0,16.0,7136.0,49920.0,8643.0,4526.0,9,4,32350.666666666668,7,2,no,no,not specific,no,core
1472,AVE,RIA,80760.0,133120.0,58320.0,128760.0,264600.0,160511.0,3681.0,20368.0,505920.0,3218.0,4157.0,11,4,123946.81818181818,9,2,no,no,core,no,core
1473,AVE,RIB,1481160.0,3392512.0,1863720.0,1673640.0,5440320.0,6367763.0,46794.0,49434.0,7857600.0,57613.0,52455.0,11,4,2571182.8181818184,9,2,no,no,core,no,core
1474,AVE,RIC,89160.0,65024.0,31560.0,61680.0,94800.0,0.0,712.0,130.0,1440.0,5845.0,6614.0,10,4,35696.5,8,2,no,no,not specific,no,core
1475,AVE,RID,59400.0,115712.0,26880.0,57960.0,210480.0,182476.0,767.0,1437.0,66240.0,0.0,776.0,10,3,72212.8,9,1,no,no,not specific,no,not specific
1476,AVE,RIF,175080.0,173568.0,70200.0,38040.0,238440.0,170649.0,1660.0,1017.0,704640.0,18621.0,231.0,11,4,144740.54545454544,9,2,no,no,core,no,core
1477,AVE,RIG,160680.0,424960.0,206520.0,514920.0,1500720.0,1059377.0,14176.0,16905.0,3885120.0,5056.0,2991.0,11,4,708311.3636363636,9,2,no,no,core,no,core
1478,AVE,RIH,72840.0,51200.0,111960.0,992760.0,0.0,191938.0,779.0,7072.0,515040.0,0.0,224.0,9,3,215979.22222222222,8,1,no,no,not specific,no,not specific
1479,AVE,RIM,753360.0,1614336.0,1800600.0,1667280.0,2995200.0,3198412.0,32056.0,33551.0,4776000.0,38173.0,17492.0,11,4,1538769.0909090908,9,2,no,no,core,no,core
1480,AVE,RIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,64.0,2,2,181.5,0,2,no,yes,pristi_specific,no,pristi_specific
1481,AVE,RIR,149160.0,312576.0,408000.0,95280.0,441600.0,445716.0,3865.0,2070.0,438000.0,0.0,919.0,10,3,229718.6,9,1,no,no,not specific,no,not specific
1482,AVE,RIS,519240.0,1066240.0,508680.0,703320.0,1652640.0,2174852.0,17469.0,18044.0,3104880.0,17683.0,16369.0,11,4,890856.0909090909,9,2,no,no,core,no,core
1483,AVE,RIV,142440.0,387328.0,235920.0,160920.0,550320.0,449769.0,2454.0,3832.0,718320.0,1183.0,2558.0,11,4,241367.63636363635,9,2,no,no,core,no,core
1484,AVE,RMD,792480.0,1551360.0,1190880.0,1179120.0,2387760.0,2635433.0,31750.0,61966.0,6225120.0,23478.0,14095.0,11,4,1463040.1818181819,9,2,no,no,core,no,core
1485,AVE,RME,57960.0,303872.0,249360.0,228240.0,570840.0,667051.0,7557.0,3100.0,1445040.0,10815.0,10815.0,11,4,323150.0,9,2,no,no,core,no,core
1487,AVE,RMG,260760.0,395264.0,246000.0,396960.0,579960.0,1791650.0,12962.0,14297.0,1766880.0,1866.0,1820.0,11,4,497129.0,9,2,no,no,core,no,core
1489,AVE,SAA,473280.0,803584.0,538440.0,478800.0,974520.0,729903.0,11943.0,6356.0,1460160.0,8679.0,6430.0,11,4,499281.36363636365,9,2,no,no,core,no,core
1491,AVE,SIA,1074480.0,1376768.0,985800.0,1359960.0,2399880.0,2986533.0,17107.0,42270.0,4518960.0,16455.0,12491.0,11,4,1344609.4545454546,9,2,no,no,core,no,core
1492,AVE,SIB,88920.0,230400.0,97200.0,249000.0,710040.0,435915.0,9105.0,12876.0,1478400.0,6704.0,6382.0,11,4,302267.45454545453,9,2,no,no,core,no,core
1493,AVE,SMB,31200.0,181248.0,287400.0,454080.0,1204560.0,1440889.0,3582.0,7799.0,2160000.0,6297.0,6211.0,11,4,525751.4545454546,9,2,no,no,core,no,core
1494,AVE,SMD,972360.0,1706752.0,1031400.0,2080320.0,2537160.0,2621242.0,31241.0,25288.0,5790720.0,12570.0,11939.0,11,4,1529181.0909090908,9,2,no,no,core,no,core
1495,AVE,URA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,1,1,73.0,0,1,no,no,not specific,no,not specific
1496,AVE,URB,34200.0,25344.0,6720.0,30720.0,117000.0,93603.0,1552.0,512.0,117600.0,0.0,0.0,9,2,47472.333333333336,9,0,yes,no,cel_specific,no,cel_specific
1497,AVE,URX,202680.0,270080.0,145800.0,210360.0,1353480.0,598117.0,14106.0,7295.0,1260720.0,77.0,0.0,10,3,406271.5,9,1,no,no,not specific,no,not specific
1498,AVE,URY,1593000.0,3008768.0,2620560.0,2009760.0,4582440.0,4640990.0,47495.0,36410.0,9180960.0,103892.0,58175.0,11,4,2534768.1818181816,9,2,no,no,core,no,core
1542,AVH,AVH,83520.0,97280.0,54840.0,100440.0,145800.0,193628.0,2497.0,837.0,300480.0,0.0,0.0,9,2,108813.55555555556,9,0,yes,no,cel_specific,no,cel_specific
1543,AVH,AVJ,961440.0,1634304.0,909360.0,1404240.0,3584160.0,2005554.0,27773.0,27192.0,6807840.0,0.0,0.0,9,2,1929095.888888889,9,0,yes,no,cel_specific,no,cel_specific
1544,AVH,AVK,35520.0,0.0,5760.0,177960.0,36000.0,747140.0,0.0,1302.0,994560.0,0.0,0.0,7,2,285463.14285714284,7,0,no,no,not specific,no,cel_specific
1545,AVH,AVL,0.0,0.0,115800.0,90600.0,0.0,0.0,0.0,708.0,81840.0,0.0,0.0,4,2,72237.0,4,0,no,no,not specific,no,cel_specific
1547,AVH,AWA,257040.0,324352.0,201120.0,111360.0,762720.0,1021530.0,1020.0,273.0,1094880.0,0.0,0.0,9,2,419366.1111111111,9,0,yes,no,cel_specific,no,cel_specific
1548,AVH,AWB,719760.0,1500672.0,990840.0,2484720.0,2859120.0,2364763.0,25512.0,24174.0,6678480.0,0.0,0.0,9,2,1960893.4444444445,9,0,yes,no,cel_specific,no,cel_specific
1549,AVH,AWC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920.0,0.0,0.0,1,1,1920.0,1,0,no,no,not specific,no,not specific
1550,AVH,BAG,60480.0,34816.0,1560.0,0.0,98520.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,48844.0,4,0,no,no,not specific,no,not specific
1551,AVH,BDU,221400.0,259328.0,346680.0,644040.0,854520.0,696114.0,1305.0,12729.0,1157280.0,0.0,0.0,9,2,465932.8888888889,9,0,yes,no,cel_specific,no,cel_specific
1553,AVH,CEP,56520.0,181760.0,30840.0,120120.0,197520.0,112526.0,1135.0,1440.0,138240.0,0.0,0.0,9,2,93344.55555555556,9,0,yes,no,cel_specific,no,cel_specific
1554,AVH,DVA,560160.0,1127168.0,1029480.0,57120.0,1358160.0,3009852.0,10832.0,14919.0,1649760.0,0.0,0.0,9,2,979716.7777777778,9,0,yes,no,cel_specific,no,cel_specific
1555,AVH,DVC,0.0,0.0,0.0,0.0,0.0,285542.0,0.0,0.0,418320.0,0.0,0.0,2,1,351931.0,2,0,no,no,not specific,no,not specific
1556,AVH,FLP,0.0,94208.0,0.0,28800.0,0.0,303452.0,0.0,10.0,240000.0,0.0,0.0,5,2,133294.0,5,0,no,no,not specific,no,cel_specific
1558,AVH,IL1,11760.0,70912.0,34200.0,42240.0,88440.0,87858.0,175.0,752.0,29280.0,0.0,0.0,9,2,40624.11111111111,9,0,yes,no,cel_specific,no,cel_specific
1559,AVH,IL2,1440.0,59136.0,0.0,5400.0,0.0,1688.0,0.0,0.0,480.0,0.0,0.0,5,1,13628.8,5,0,no,no,not specific,no,not specific
1560,AVH,OLL,11640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,11640.0,1,0,no,no,not specific,no,not specific
1561,AVH,OLQ,95880.0,145664.0,167280.0,246720.0,257280.0,261887.0,546.0,933.0,364080.0,0.0,0.0,9,2,171141.11111111112,9,0,yes,no,cel_specific,no,cel_specific
1562,AVH,PVC,661800.0,1365760.0,893520.0,611640.0,2360280.0,1373981.0,20220.0,11824.0,3530640.0,0.0,0.0,9,2,1203296.111111111,9,0,yes,no,cel_specific,no,cel_specific
1564,AVH,PVP,1822080.0,2676992.0,1935000.0,4307520.0,4714680.0,5367520.0,70756.0,98157.0,12292560.0,0.0,0.0,9,2,3698362.777777778,9,0,yes,no,cel_specific,no,cel_specific
1565,AVH,PVQ,90600.0,89344.0,23640.0,33720.0,0.0,52039.0,4278.0,349.0,0.0,0.0,0.0,7,1,41995.71428571428,7,0,no,no,not specific,no,not specific
1566,AVH,PVR,27840.0,62464.0,25320.0,122520.0,34800.0,0.0,0.0,0.0,214320.0,0.0,0.0,6,1,81210.66666666667,6,0,no,no,not specific,no,not specific
1567,AVH,PVT,0.0,0.0,0.0,83880.0,0.0,0.0,0.0,2492.0,168000.0,0.0,0.0,3,2,84790.66666666667,3,0,no,no,not specific,no,cel_specific
1568,AVH,RIA,0.0,0.0,0.0,4920.0,2040.0,0.0,491.0,247.0,156960.0,0.0,0.0,5,2,32931.6,5,0,no,no,not specific,no,cel_specific
1569,AVH,RIC,0.0,126464.0,480.0,0.0,330120.0,948203.0,7867.0,608.0,475680.0,0.0,0.0,7,2,269917.4285714286,7,0,no,no,not specific,no,cel_specific
1570,AVH,RID,124200.0,55040.0,0.0,54600.0,770160.0,319334.0,1196.0,4027.0,0.0,0.0,0.0,7,1,189793.85714285713,7,0,no,no,not specific,no,not specific
1571,AVH,RIF,427200.0,913152.0,276960.0,624720.0,2137920.0,2173500.0,11333.0,18508.0,3786480.0,0.0,0.0,9,2,1152197.0,9,0,yes,no,cel_specific,no,cel_specific
1572,AVH,RIG,1440.0,144896.0,0.0,34920.0,139800.0,248032.0,104.0,2693.0,1146960.0,0.0,0.0,8,2,214855.625,8,0,no,no,not specific,no,cel_specific
1573,AVH,RIH,0.0,8448.0,0.0,0.0,0.0,12165.0,0.0,0.0,0.0,0.0,0.0,2,0,10306.5,2,0,no,no,not specific,no,not specific
1574,AVH,RIM,39120.0,0.0,42360.0,43080.0,113520.0,599469.0,876.0,6428.0,559680.0,0.0,0.0,8,2,175566.625,8,0,no,no,not specific,no,cel_specific
1575,AVH,RIR,693000.0,1822976.0,1106160.0,1400640.0,3360000.0,3403191.0,50971.0,35497.0,7365840.0,0.0,0.0,9,2,2137586.111111111,9,0,yes,no,cel_specific,no,cel_specific
1576,AVH,RIS,0.0,37376.0,0.0,0.0,449880.0,0.0,30.0,0.0,0.0,0.0,0.0,3,0,162428.66666666666,3,0,no,no,not specific,no,not specific
1577,AVH,RIV,46920.0,118784.0,139800.0,133800.0,267480.0,539319.0,6956.0,9189.0,1640400.0,0.0,0.0,9,2,322516.44444444444,9,0,yes,no,cel_specific,no,cel_specific
1578,AVH,RME,0.0,13824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,13824.0,1,0,no,no,not specific,no,not specific
1580,AVH,RMG,0.0,0.0,0.0,0.0,48600.0,77721.0,786.0,0.0,37200.0,0.0,0.0,4,1,41076.75,4,0,no,no,not specific,no,not specific
1581,AVH,SAA,10920.0,44800.0,30840.0,5520.0,100560.0,59135.0,0.0,139.0,208320.0,0.0,0.0,8,2,57529.25,8,0,no,no,not specific,no,cel_specific
1583,AVH,SIA,122880.0,312320.0,224520.0,0.0,343200.0,218295.0,6545.0,867.0,553200.0,0.0,0.0,8,2,222728.375,8,0,no,no,not specific,no,cel_specific
1584,AVH,SIB,88080.0,155904.0,292200.0,67680.0,438960.0,769104.0,15049.0,3349.0,881280.0,0.0,0.0,9,2,301289.55555555556,9,0,yes,no,cel_specific,no,cel_specific
1585,AVH,SMB,198000.0,319744.0,297960.0,636720.0,983160.0,1113783.0,9939.0,22645.0,3662880.0,0.0,0.0,9,2,804981.2222222222,9,0,yes,no,cel_specific,no,cel_specific
1586,AVH,SMD,60240.0,250624.0,93120.0,386760.0,552360.0,783297.0,2309.0,2080.0,2074560.0,0.0,0.0,9,2,467261.1111111111,9,0,yes,no,cel_specific,no,cel_specific
1587,AVH,URA,18960.0,42496.0,720.0,32880.0,49680.0,38184.0,0.0,323.0,23040.0,0.0,0.0,8,2,25785.375,8,0,no,no,not specific,no,cel_specific
1588,AVH,URB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71040.0,0.0,0.0,1,1,71040.0,1,0,no,no,not specific,no,not specific
1589,AVH,URX,289560.0,360448.0,287160.0,588120.0,1251000.0,1106348.0,9289.0,3614.0,1363680.0,0.0,0.0,9,2,584357.6666666666,9,0,yes,no,cel_specific,no,cel_specific
1590,AVH,URY,108840.0,237312.0,134880.0,187800.0,228240.0,278782.0,2877.0,1918.0,386640.0,0.0,0.0,9,2,174143.22222222222,9,0,yes,no,cel_specific,no,cel_specific
1592,AVJ,AVJ,119160.0,289024.0,188400.0,348840.0,345960.0,874536.0,1939.0,4724.0,937680.0,2824.0,2494.0,11,4,283234.63636363635,9,2,no,no,core,no,core
1593,AVJ,AVK,0.0,0.0,0.0,0.0,66120.0,0.0,0.0,0.0,0.0,0.0,2593.0,2,1,34356.5,1,1,no,no,not specific,no,not specific
1594,AVJ,AVL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2156.0,2156.0,2,2,2156.0,0,2,no,yes,pristi_specific,no,pristi_specific
1596,AVJ,AWA,0.0,0.0,0.0,0.0,0.0,4392.0,0.0,0.0,0.0,110.0,0.0,2,1,2251.0,1,1,no,no,not specific,no,not specific
1597,AVJ,AWB,22320.0,47360.0,0.0,0.0,46800.0,0.0,0.0,104.0,0.0,3492.0,14038.0,6,3,22352.333333333332,4,2,no,no,not specific,no,not specific
1598,AVJ,AWC,360.0,1792.0,0.0,960.0,0.0,0.0,0.0,0.0,1440.0,0.0,66.0,5,2,923.6,4,1,no,no,not specific,no,not specific
1599,AVJ,BDU,554040.0,1662720.0,891360.0,1581240.0,2816280.0,2411733.0,14840.0,25233.0,4573680.0,11396.0,21131.0,11,4,1323968.4545454546,9,2,no,no,core,no,core
1601,AVJ,CEP,114480.0,48640.0,31440.0,30240.0,224760.0,168283.0,631.0,1539.0,235200.0,3021.0,1563.0,11,4,78163.36363636363,9,2,no,no,core,no,core
1602,AVJ,DB,0.0,0.0,0.0,14640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,14640.0,1,0,no,no,not specific,no,not specific
1603,AVJ,DVA,167760.0,105472.0,11760.0,38880.0,67680.0,1351.0,101.0,0.0,84000.0,14924.0,4555.0,10,3,49648.3,8,2,no,no,not specific,no,not specific
1604,AVJ,DVC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2725.0,1,1,2725.0,0,1,no,no,not specific,no,not specific
1605,AVJ,FLP,46200.0,265216.0,70680.0,251280.0,162720.0,349746.0,0.0,0.0,856320.0,0.0,0.0,7,1,286023.14285714284,7,0,no,no,not specific,no,not specific
1607,AVJ,IL1,50880.0,43776.0,27600.0,27360.0,31920.0,46632.0,0.0,324.0,17040.0,6086.0,1972.0,10,4,25359.0,8,2,no,no,not specific,no,core
1608,AVJ,IL2,480.0,3328.0,0.0,480.0,14520.0,0.0,0.0,0.0,5520.0,160.0,739.0,7,3,3603.8571428571427,5,2,no,no,not specific,no,not specific
1609,AVJ,OLL,119280.0,166400.0,44160.0,43440.0,0.0,11489.0,699.0,92.0,63360.0,0.0,869.0,9,3,49976.555555555555,8,1,no,no,not specific,no,not specific
1610,AVJ,OLQ,70440.0,158976.0,95760.0,130320.0,140520.0,172675.0,924.0,704.0,223680.0,2752.0,2740.0,11,4,90862.81818181818,9,2,no,no,core,no,core
1611,AVJ,PVC,2051280.0,2795264.0,2624160.0,2877720.0,3230400.0,4896458.0,52180.0,53828.0,5338800.0,69067.0,30980.0,11,4,2183648.8181818184,9,2,no,no,core,no,core
1613,AVJ,PVP,747960.0,330496.0,157320.0,90840.0,886800.0,78396.0,5677.0,3088.0,267840.0,35586.0,7817.0,11,4,237438.18181818182,9,2,no,no,core,no,core
1614,AVJ,PVQ,840.0,6912.0,3360.0,48120.0,158520.0,140574.0,0.0,0.0,1201920.0,0.0,4079.0,8,2,195540.625,7,1,no,no,not specific,no,not specific
1615,AVJ,PVR,901680.0,334848.0,345840.0,542760.0,1280400.0,446053.0,5337.0,8285.0,1959120.0,23789.0,12169.0,11,4,532752.8181818182,9,2,no,no,core,no,core
1616,AVJ,PVT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1227.0,1,1,1227.0,0,1,no,no,not specific,no,not specific
1617,AVJ,RIC,39240.0,135168.0,150480.0,62640.0,544920.0,835674.0,8914.0,779.0,1448400.0,11195.0,3450.0,11,4,294623.63636363635,9,2,no,no,core,no,core
1618,AVJ,RID,257520.0,297728.0,177600.0,420840.0,1479480.0,541347.0,3216.0,8019.0,1121520.0,0.0,9528.0,10,3,431679.8,9,1,no,no,not specific,no,not specific
1619,AVJ,RIF,1082640.0,2917120.0,1760880.0,1712400.0,3682320.0,3926967.0,15943.0,41341.0,3926640.0,11701.0,6834.0,11,4,1734980.5454545454,9,2,no,no,core,no,core
1620,AVJ,RIG,185040.0,0.0,0.0,0.0,10800.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,97920.0,2,0,no,no,not specific,no,not specific
1621,AVJ,RIH,30600.0,468480.0,0.0,0.0,0.0,102389.0,0.0,0.0,0.0,0.0,1110.0,4,1,150644.75,3,1,no,no,not specific,no,not specific
1622,AVJ,RIM,23160.0,21504.0,91920.0,212760.0,392400.0,1705819.0,2899.0,12220.0,1688160.0,9145.0,4562.0,11,4,378595.36363636365,9,2,no,no,core,no,core
1623,AVJ,RIP,0.0,0.0,0.0,9360.0,0.0,0.0,150.0,92.0,17040.0,35612.0,21104.0,6,4,13893.0,4,2,no,no,not specific,no,core
1624,AVJ,RIR,69360.0,0.0,0.0,0.0,26760.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,48060.0,2,0,no,no,not specific,no,not specific
1625,AVJ,RIS,287400.0,417280.0,474960.0,432960.0,1659000.0,1538210.0,0.0,11088.0,1515840.0,6466.0,7381.0,10,4,635058.5,8,2,no,no,not specific,no,core
1626,AVJ,RIV,236400.0,11264.0,65880.0,143760.0,28680.0,126382.0,775.0,0.0,205200.0,0.0,0.0,8,1,102292.625,8,0,no,no,not specific,no,not specific
1627,AVJ,RMD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,91200.0,829.0,0.0,3,3,30719.333333333332,2,1,no,no,not specific,no,not specific
1628,AVJ,RMG,117840.0,95232.0,34080.0,107400.0,759360.0,661308.0,3883.0,6159.0,992880.0,2728.0,2976.0,11,4,253076.9090909091,9,2,no,no,core,no,core
1629,AVJ,SAA,64080.0,39424.0,12000.0,13920.0,53640.0,0.0,224.0,0.0,63600.0,0.0,972.0,8,2,30982.5,7,1,no,no,not specific,no,not specific
1631,AVJ,SIA,59640.0,155648.0,57000.0,4440.0,186000.0,59473.0,1052.0,403.0,453120.0,1790.0,7902.0,11,4,89678.90909090909,9,2,no,no,core,no,core
1632,AVJ,SIB,121440.0,118784.0,300120.0,137400.0,336360.0,103401.0,522.0,5148.0,1060560.0,18631.0,16116.0,11,4,201680.18181818182,9,2,no,no,core,no,core
1633,AVJ,SMB,86040.0,405248.0,218880.0,117720.0,580320.0,357180.0,3610.0,8099.0,779040.0,8487.0,9243.0,11,4,233987.9090909091,9,2,no,no,core,no,core
1634,AVJ,SMD,23160.0,55808.0,47160.0,35400.0,336240.0,270673.0,1771.0,0.0,592800.0,7253.0,5140.0,10,3,137540.5,8,2,no,no,not specific,no,not specific
1635,AVJ,URA,60000.0,72704.0,54480.0,61560.0,183480.0,242963.0,944.0,53.0,125520.0,1008.0,828.0,11,4,73049.09090909091,9,2,no,no,core,no,core
1636,AVJ,URB,72960.0,95488.0,66840.0,184800.0,1440.0,232150.0,2038.0,2157.0,340320.0,665.0,0.0,10,3,99885.8,9,1,no,no,not specific,no,not specific
1637,AVJ,URX,68040.0,114944.0,45120.0,79800.0,585840.0,144290.0,2758.0,2090.0,548640.0,19794.0,8292.0,11,4,147237.0909090909,9,2,no,no,core,no,core
1638,AVJ,URY,195600.0,202752.0,118920.0,174240.0,415200.0,452472.0,3539.0,2825.0,272400.0,7825.0,5197.0,11,4,168270.0,9,2,no,no,core,no,core
1641,AVK,AVK,1746240.0,3530240.0,1797480.0,3746760.0,4622400.0,5349611.0,52131.0,88539.0,13941840.0,74001.0,43105.0,11,4,3181122.4545454546,9,2,no,no,core,no,core
1642,AVK,AVL,1479000.0,3299072.0,2807160.0,2895480.0,10369800.0,7620433.0,79283.0,102352.0,20990400.0,59346.0,55272.0,11,4,4523418.0,9,2,no,no,core,no,core
1643,AVK,BAG,0.0,512.0,2640.0,0.0,0.0,0.0,0.0,2018.0,0.0,279.0,137.0,5,3,1117.2,3,2,no,no,not specific,no,not specific
1644,AVK,BDU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354.0,804000.0,4978.0,38.0,4,4,202342.5,2,2,no,no,not specific,no,core
1646,AVK,CEP,240.0,0.0,84120.0,15840.0,17160.0,16895.0,0.0,1444.0,0.0,0.0,2525.0,7,2,19746.285714285714,6,1,no,no,not specific,no,not specific
1647,AVK,DVA,0.0,0.0,37560.0,0.0,626880.0,0.0,2365.0,4758.0,0.0,27541.0,7378.0,6,3,117747.0,4,2,no,no,not specific,no,not specific
1648,AVK,DVC,1615800.0,5662720.0,4453800.0,2691240.0,6816960.0,6431292.0,37809.0,66206.0,10079520.0,31745.0,15504.0,11,4,3445690.5454545454,9,2,no,no,core,no,core
1649,AVK,FLP,139920.0,0.0,209400.0,0.0,1800.0,2703.0,2409.0,7628.0,27120.0,0.0,0.0,7,2,55854.28571428572,7,0,no,no,not specific,no,cel_specific
1651,AVK,IL1,2400.0,29440.0,600.0,0.0,85080.0,186868.0,0.0,876.0,37200.0,0.0,249.0,8,3,42839.125,7,1,no,no,not specific,no,not specific
